580200001003060800104700003020080030000407500600010720050190000790800006031004052,589243671273961845164758293927586134318427569645319728456192387792835416831674952
000360100819020040004000057308006010020059006070010089040000000100080730702405000,257364198819527643634198257398746512421859376576213489943671825165982734782435961
380025700009000010000396000700000056230080094050400207000009380002710600510040002,384125769629874513175396428741932856236587194958461237467259381892713645513648972
080300600592100000000048027300051080008900001060070403071005200204000850000093104,487329615592167348613548927349651782728934561165872493971485236234716859856293174
700960004042300650090000001003000500105207048080004100014080007050140092320090000,731965284842371659596428731473819526165237948289654173914582367657143892328796415
073006040000010002500090070900100005400020037010805620100054000002960300690070258,273586941849713562561492873926137485485629137317845629138254796752968314694371258
400008060000420790061903040805001000090040053020709000002060480700005206300080100,479518362538426791261973548845631927197842653623759814912367485784195236356284179
000021000000690007100000804928005001060000375370064020004010009800006030010573080,786421593543698217192357864928735641461289375375164928634812759857946132219573486
001796502609080001005000400500201800100408903032000005208340010000007000006900070,341796582629584731785123496594231867167458923832679145278345619913867254456912378
080000075013900006005007140009306000650180002040002010970601008002700450000408009,486213975713945826295867143129376584657184392348592617974651238862739451531428769
806459003040062000300080090410078039603000750020000400007000906200003015081540000,876459123149362587352187694415678239693214758728935461537821946264793815981546372
090080032005004860006700000930407050200013000071002009080306070042100000700509108,497681532315294867826735914938467251254913786671852349189326475542178693763549128
201000078054200600007050090080060403000070052020014760900036100500980040173000000,291643578854297631637158294789562413416379852325814769948736125562981347173425986
041060700000002005302050184907400000004870050100200030800903000000007023090010806,541368792789142365362759184927435618634871259158296437876923541415687923293514876
000653040740009000008010059006002700590700400070080103802036000019204038030000001,921653847745829316368417259186342795593761482274985163852136974619274538437598621
300900080780003006054700090016500070043002050000004209002060907005820604000010008,321946785789253146654781392216598473943672851578134269832465917195827634467319528
100005030903000007075260000000100083820000701000046950050312840040090000008700219,182975634963481527475263198596127483824539761317846952759312846241698375638754219
042030609000040030960700108050009260100000000284100000008020304700600805005300010,542831679871946532963752148357489261196275483284163957618527394739614825425398716
005490000000602074000083610700048200210300500089006040190000080050007123306004700,675491832831652974942783615763548291214379568589126347197235486458967123326814759
008200534006875021100009000001400076009100300340058200065030007000000490800712000,978261534436875921152349768521493876689127345347658219265934187713586492894712653
000007109040102300670000058700910002000306500003570401300000804120040060090083700,532867149849152376671439258785914632914326587263578491357691824128745963496283715
006250000000900850800300001007032000061000402000670009400009786090081034270000090,136258947724916853859347621947132568361895472582674319413529786695781234278463195
040008920603010008098000600120703000087600052000080400570000310002140069000509007,741368925653912748298475631124753896387694152965281473579826314832147569416539287
008007090650004001000350000100540300700809200300000805039002006006080020240010930,428167593653294781971358642182546379765839214394721865839472156516983427247615938
010000085860470900200003710900800030053002004600004507000010000732900600090356000,317629485865471923249583716974865132153792864628134597586217349732948651491356278
007402001060000020090170385000009063000020054700048900130005200006030009000780100,387452691561893427492176385248519763619327854753648912134965278876231549925784136
000801029005004310300002607009200400710906035200080000070308900030010074800007050,467831529925764318381592647659273481718946235243185796174358962532619874896427153
200003061980460000050210040520700306003000800710900000030004007005802090600050400,274583961981467235356219748529748316463125879718936524832694157145872693697351482
148020090070605000000489030003940702060001400500002300620300001000007560905060008,148723695379615824256489137813946752762531489594872316627358941481297563935164278
830700290000400070095602040106540030002003008050029007009006300040050009320080105,834715296261498573795632841186547932972163458453829617519276384648351729327984165
026040000300005001001080270080420650090358000040007009405010090700000128000006003,826741935374295861951683274183429657697358412542167389435812796769534128218976543
030905004500060002908103700000000540300492100870000096000040050200706089001308000,632975814517864932948123765129687543365492178874531296786249351253716489491358627
004900008702040900089003071000106700450028630306500000800070004100000257090001300,634917528712845963589263471928136745451728639376594812865372194143689257297451386
306001850090000000715003004020046900000380015000107002950078301208600470600400000,346921857892754136715863294127546983469382715583197642954278361238615479671439528
001000650000820004490001870000608037002450060700300905080230090050070003046005021,821743659675829314493561872514698237932457168768312945187234596259176483346985721
000209700090600153605030000001000004040702890209103560007004030056900000010080205,138259746492678153675431982761895324543762891289143567827514639356927418914386275
620004050481600000507820006000701092000009300050080401000107809069000007100506030,623914758481675923597823146834751692712469385956382471245137869369248517178596234
095000003300610070000580006200000789008094000001300650800002937000071002050900040,695247813384619275127583496243165789568794321971328654816452937439871562752936148
032040900000802100070605023006200004350000000008910670091000508600070430020506090,832741956569832147174695823916257384357468219248913675791324568685179432423586791
